2.56	2343.75
4.071	1892.7862342819328
4.554	1946.1697722567267
6.57	1449.1228070175437
9.011	979.2284866468852
12.306	488.2914137033825
12.678	1268.8172043010695
14.381	2535.433070866146
16.685	3121.167883211686
18.672	3166.6666666666574
20.689	3042.0899854862146
22.683	3308.9311859443637
25.048	2895.0381679389357
27.396	2098.8538681948385
29.52	2328.9473684210548
31.968	2883.1300813008124
34.074	2918.99710703954
36.587	2316.7528849980054
38.837	1909.3333333333333
40.203	1281.1127379209374
41.297	1433.2723948811777
42.977	1295.803480040942
45.04	1338.4615384615354
47.196	1237.4581939799343
49.293	1246.7130703789624
51.388	1317.0028818443814
52.971	2057.6725025746687
55.252	1736.4217252396083
57.174	1734.2419080068187
59.255	1588.8446215139404
60.928	2310.34482758622
63.859	3010.22054868208
66.08	2600.0000000000045
67.873	3064.138315672047
69.485	2705.7239057239153
71.445	2873.3564013840955
73.16	2989.655172413785
74.565	2530.9734513274284
76.647	2995.3632148376764
78.626	3300.3194888178955
81.064	3765.0375939850046
82.826	4048.4261501210635
85.604	4071.07231920198
88.058	3854.2274052477987
90.804	3419.5193008011715
92.312	2104.7745358090247
93.465	2919.3408499566203
95.075	3170.232558139537
96.669	3742.899850523202
99.91	1265.9685863874347
100.479	2167.0146137786937
102.415	3710.843373493912
104.953	3955.9286463798667
107.587	4446.124763705103
109.892	4331.923890063442
111.289	4837.858805275387
113.89	4547.0899470899485
115.889	4694.54737956592
118.229	4340.960071781062
120.597	3291.3851351351423
121.653	2926.1363636363317
122.905	3312.7071823204587
125.97	1833.502538071068
126.516	2034.8837209302071
128.722	2277.0083102492977
131.179	2858.3545377438663
133.097	2999.0884229717235
135.004	3133.4661354582227
136.839	3408.82002383787
138.873	3182.13058419247
140.517	3284.3326885879733
142.915	1468.8524590163997
144.236	1610.1694915254375
146.203	1891.6256157634261
148.207	1922.7053140097478
150.207	1942.0289855072458
152.2	1980.0000000000489
154.198	2040.4040404038465
156.217	1861.7511520736864
158.307	3061.889250814581
160.545	3409.174311926609
162.644	4114.906832298022
166.421	2770.7558859975366
167.197	3275.7731958762447
168.729	3327.8463648833535
170.844	2931.279620853147
172.916	2679.0393013100356
175.53	1698.0392156862697
176.58	1337.9310344827322
178.337	1602.3738872404672
180.285	1621.052631578905
182.249	1333.333333333341
184.291	1972.5085910652806
186.223	2161.4349775783176
188.59	3128.8135593220854
191.593	3242.937853107373
193.686	3062.870699881344
195.431	3678.54647099929
197.005	4210.945273631908
200.001	3674.162918540713
202.19	3455.459113750582
203.678	3010.752688172044
205.418	3383.6389280676794
207.241	3484.2868654310823
209.186	3817.8752107926016
213.578	3021.240916713251
215.373	3028.4122562674306
216.912	3278.7524366471403
218.529	3270.2535559678613
219.586	2569.5364238410198
221.385	2937.184115523512
223.969	3562.2143219908526
226.8	2472.142857142842
229.599	2408.002858163649
231.848	2945.3090262338505
234.242	3431.077694235622
236.513	3564.9493615147276
240.074	2330.244313395109
244.674	1933.4782608695675
248.649	2344.654088050318
251.155	3740.6225059856342
254.676	4580.516898608367
259.681	3358.241758241761
262.657	3577.956989247313
265.696	3615.6630470549
274.274	1993.9379808813303
276.242	4028.455284552809
277.731	4764.271323035671
279.32	4701.069855254881
281.304	4465.725806451657
283.002	4184.923439340312
285.857	2893.169877408038
287.318	1921.971252566793
287.541	2017.9372197308223
287.886	2539.130434782408
288.608	3891.966759002878
289.52	3278.5087719299045
294.546	2175.8853959411017
299.503	2017.7526729876968
304.763	1710.2661596958205
305.567	2509.950248756124
306.599	2591.085271317874
308.05	2350.1033769813566
310.068	2329.0386521308546
312.229	2448.866265617768
315.57	1580.9637832984097
316.965	1498.207885304679
317.899	2252.6766595288454
319.655	2252.847380410059
320.903	1767.6282051281382
321.581	1460.1769911504484
322.196	1892.6829268292404
322.723	2592.0303605313743
324.409	2597.8128797084178
326.383	2264.1975308642122
328.314	2099.2907801417896
330.686	1940.7176287051914
331.796	1854.7918683446028
333.985	1873.9770867430116
336.284	1763.313609467481
338.09	1960.8138658628736
340.161	1613.7339055793686
341.777	1846.1538461538723
343.33	1477.9541446208184
345.308	1603.669724770617
347.258	1806.0606060606478
349.237	1902.953586497722
351.21	2098.434004474478
353.194	2208.8167053362354
355.126	2506.887052341877
357.602	3451.7282479141872
359.618	3328.654970760158
361.908	3725.7641921396716
364.24	4509.140148950595
367.44	4250.280164363111
370.75	3893.0513595166135
373.72	4404.040404040364
376.334	4931.90512624335
378.917	4874.17731320176
381.361	5064.6481178395725
383.994	4834.029624002968
386.294	5006.086956521838
388.752	4717.656631407597
391.898	3678.957406230116
394.515	4889.56820787168
396.608	5016.722408026713
398.583	4811.139240506273
400.244	4957.254665863933
401.91	5027.611044417777
403.63	5079.069767441948
405.421	4916.806253489679
407.711	4330.131004366774
409.821	4669.194312796179
412.032	4872.908186341119
413.918	4887.592788971306
415.555	5072.693952351862
417.057	5097.203728362151
419.003	5174.717368962054
421.208	5004.081632652968
424.347	3426.568971009927
425.569	3436.9885433714185
426.563	3490.945674044366
427.54	3535.312180143179
429.097	3871.547848426562
431.751	4428.78673700076
434.383	4512.9179331306905
436.885	4119.104716227002
440.384	3213.489568448106
442.229	3403.794037940434
444.172	3513.1240349973536
447.7	1900.2267573696342
449.639	1626.611655492504
451.562	1774.310972438896
453.591	1736.8161655988204
456.012	1383.7257331681167
457.528	2159.6306068601302
459.835	2793.2379713914665
462.53	2288.682745825609
464.189	3727.5467148883777
466.953	3913.169319826405
469.421	3985.4132901134235
471.437	3989.087301587263
473.342	3807.874015748086
474.952	3541.614906832268
475.697	3259.060402684544
477.657	3558.1632653061597
479.765	3629.0322580645093
481.766	3630.184907546167
483.657	3440.5076679006497
486.355	2544.1067457375493
488.848	3240.272763738474
491.264	3624.1721854304683
494.673	2621.2965679084837
500.123	1661.2844036697281
501.872	2871.3550600342664
504.282	3356.016597510418
506.34	3538.386783284755
508.478	3008.4190832553313
510.375	3231.4180284660138
511.948	3978.385251112577
514.206	4748.44995571294
516.554	4538.330494037563
518.889	4592.719486081299
521.237	4462.521294718993
523.477	4623.214285714267
525.684	4698.6859990938065
528.002	4273.51164797242
530.218	4478.3393501804885
532.504	4340.3324584425845
534.843	4331.765711842776
538.161	3322.483423749263
541.089	1764.3442622950151
542.368	2046.9116497263544
543.8	3920.3910614527804
546.316	3481.71701112867
547.079	3808.650065531199
547.754	4684.444444443971
549.362	5169.154228855891
550.978	5043.316831683213
552.663	4802.373887240187
555.061	4326.105087572933
557.975	3925.875085792742
561.501	3266.591038003446
563.33	3413.8873701475013
565.147	3413.318657127119
566.904	3345.4752418896833
569.225	2832.399827660459
570.741	2968.3377308707854
573.001	2671.6814159292144
575.137	2718.1647940075322
577.242	3077.4346793348905
579.469	3243.825774584513
580.935	3993.178717599196
583.086	4927.940492793895
585.106	5243.564356435691
587.652	4879.025923016402
590.245	4718.087157732428
592.081	4035.9477124182727
594.048	4387.391967463176
597.015	3762.7232895180514
